,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
540,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,29-150,1992,13.6,703,11,80,331,346,79,689,28,53,52.8,32,4,511,2930,1698,88,21,20,30,26,699,532,76.1,98,Matches
541,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,35-075,1986,11.4,292,10,21,149,126,46,268,2,6,33.3,2,0,148,549,179,16,1,6,20,11,423,199,47.0,67,Matches
542,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,19-341,2002,0.2,6,0,0,0,6,0,6,0,1,0.0,0,0,5,27,1,0,0,0,0,1,6,4,66.7,2,Matches
543,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,20-175,2001,10.0,516,13,129,348,82,5,506,12,19,63.2,14,1,357,1956,986,42,11,1,11,8,352,314,89.2,13,Matches
544,Charles Traore\de488e56,ml MLI,DF,Nantes,30-041,1992,6.5,411,29,157,198,79,0,341,3,5,60.0,3,0,182,829,457,7,3,0,2,4,214,193,90.2,5,Matches
545,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,30-015,1992,17.3,1324,57,343,706,365,36,1155,8,19,42.1,8,2,835,3839,2271,97,39,10,14,7,881,826,93.8,42,Matches
546,Ismaël Traoré\b666421b,ci CIV,DF,Angers,35-177,1986,21.7,1248,183,791,478,33,22,1216,6,7,85.7,6,0,855,3566,1493,19,1,0,6,4,875,859,98.2,3,Matches
547,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,29-170,1992,8.3,551,34,183,275,128,5,475,4,7,57.1,5,0,333,1501,885,30,9,2,2,7,382,341,89.3,16,Matches
548,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,20-083,2001,9.3,712,20,188,373,212,23,631,11,20,55.0,12,0,482,2716,1606,84,33,8,13,5,499,461,92.4,39,Matches
549,Matthieu Udol\cc41f558,fr FRA,DF,Metz,25-328,1996,11.2,619,50,275,306,86,8,567,7,12,58.3,8,0,365,1943,1296,47,5,1,4,4,372,353,94.9,6,Matches
550,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,17-322,2004,4.1,234,4,67,136,46,7,230,2,3,66.7,2,1,173,744,356,13,2,1,1,5,195,178,91.3,7,Matches
551,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,29-167,1992,15.9,380,14,36,212,149,50,340,8,18,44.4,9,1,241,1045,522,29,9,7,31,26,529,258,48.8,72,Matches
552,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,24-212,1997,15.3,787,7,73,268,503,87,735,17,33,51.5,19,3,604,3618,2048,116,29,32,32,23,766,616,80.4,129,Matches
553,Jere Uronen\d75f3980,fi FIN,DF,Brest,27-213,1994,4.9,302,20,114,141,61,2,248,1,2,50.0,1,0,150,683,411,17,4,2,1,0,169,154,91.1,7,Matches
554,Vanderson\ee45fd85,br BRA,FWMF,Monaco,20-235,2001,1.2,68,1,11,27,33,1,68,0,3,0.0,0,0,46,199,102,6,1,0,5,2,70,51,72.9,13,Matches
555,Jonathan Varane\4ade359f,fr FRA,MF,Lens,20-155,2001,0.0,3,0,1,2,0,0,3,0,0,,0,0,1,7,0,0,0,0,0,0,1,1,100.0,0,Matches
556,Marco Verratti\1467af0d,it ITA,MF,Paris S-G,29-098,1992,10.9,1214,31,222,773,322,24,1182,19,22,86.4,19,0,934,4476,2460,111,44,6,14,15,1068,1013,94.9,38,Matches
557,Kevin Volland\64f69877,de GER,FWMF,Monaco,29-196,1992,15.8,567,3,40,290,263,71,559,11,22,50.0,11,1,401,1507,829,43,15,6,40,30,736,447,60.7,130,Matches
558,Timothy Weah\8eec784d,us USA,MFFW,Lille,21-354,2000,10.0,397,3,36,165,223,52,386,11,20,55.0,11,1,287,1737,929,58,13,14,20,15,429,306,71.3,72,Matches
559,Georginio Wijnaldum\eb58eef0,nl NED,MF,Paris S-G,31-092,1990,10.9,578,11,90,327,205,34,571,6,15,40.0,6,1,428,1924,701,31,14,3,19,11,515,452,87.8,40,Matches
560,Christopher Wooh\b003239d,fr FRA,DF,Lens,20-146,2001,5.7,384,40,194,208,16,6,379,3,5,60.0,4,1,249,1577,855,14,3,1,3,2,267,264,98.9,0,Matches
561,Xeka\f3600c02,pt POR,MF,Lille,27-093,1994,10.6,637,34,140,401,123,7,581,5,14,35.7,10,1,368,1868,824,37,7,1,9,8,405,366,90.4,21,Matches
562,Sekou Yansané\bce37ac0,gn GUI,FW,Paris S-G,18-289,2003,0.2,4,1,1,1,2,0,4,0,0,,0,0,1,6,0,0,0,0,0,0,4,1,25.0,0,Matches
563,Yusuf Yazıcı\f5c8b425,tr TUR,MFFW,Lille,25-013,1997,5.7,319,5,46,160,136,13,286,7,13,53.8,7,1,206,895,478,17,6,1,18,6,281,213,75.8,30,Matches
564,Burak Yılmaz\165a2e40,tr TUR,FW,Lille,36-211,1985,17.1,594,11,29,248,354,102,539,6,23,26.1,8,3,342,1631,917,57,17,9,50,21,793,463,58.4,129,Matches
565,Zaydou Youssouf\e2f9bb5f,fr FRA,MF,Saint-Étienne,22-215,1999,12.0,694,27,170,458,117,5,679,20,28,71.4,20,0,510,2967,1433,53,13,1,11,22,506,455,89.9,21,Matches
566,Akim Zedadka\0ff630d0,fr FRA,DF,Clermont Foot,26-257,1995,22.9,1604,77,463,766,493,24,1340,25,52,48.1,29,2,1017,5451,3045,116,43,5,32,32,1014,924,91.1,59,Matches
567,Mehdi Zerkane\53f6306f,dz ALG,MFDF,Bordeaux,22-211,1999,0.9,62,2,8,41,19,2,56,2,4,50.0,4,0,44,236,107,5,0,0,1,5,49,41,83.7,2,Matches
568,Edon Zhegrova\34a88e3e,xk KVX,MF,Lille,22-317,1999,0.1,4,1,2,0,2,0,4,0,0,,0,0,2,22,20,0,0,0,0,0,3,3,100.0,0,Matches
569,Banhie Zoukrou\aefa3050,fr FRA,DF,Troyes,18-280,2003,0.9,35,2,18,13,4,3,34,0,0,,0,0,23,109,45,3,0,0,2,0,25,25,100.0,1,Matches
