,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
542,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,19-341,2002,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
543,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,20-175,2001,17,7,897,10.0,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matches
544,Charles Traore\de488e56,ml MLI,DF,Nantes,30-041,1992,12,6,585,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
545,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,30-015,1992,18,18,1557,17.3,1,4,1,0,0,2,0,0.06,0.23,0.29,0.06,0.29,1.0,1.0,2.8,3.8,0.06,0.16,0.22,0.06,0.22,Matches
546,Ismaël Traoré\b666421b,ci CIV,DF,Angers,35-177,1986,22,22,1953,21.7,3,0,3,0,0,1,0,0.14,0.00,0.14,0.14,0.14,1.6,1.6,0.2,1.8,0.07,0.01,0.08,0.07,0.08,Matches
547,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,29-170,1992,10,8,749,8.3,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.2,0.2,0.2,0.4,0.02,0.03,0.05,0.02,0.05,Matches
548,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,20-083,2001,16,9,836,9.3,3,1,3,0,0,2,0,0.32,0.11,0.43,0.32,0.43,1.6,1.6,0.9,2.5,0.17,0.10,0.27,0.17,0.27,Matches
549,Matthieu Udol\cc41f558,fr FRA,DF,Metz,25-328,1996,12,11,1007,11.2,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.5,0.5,0.4,0.9,0.04,0.04,0.08,0.04,0.08,Matches
550,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,17-322,2004,12,3,365,4.1,1,0,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.1,0.3,0.07,0.01,0.08,0.07,0.08,Matches
551,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,29-167,1992,18,17,1427,15.9,9,2,9,0,0,1,0,0.57,0.13,0.69,0.57,0.69,4.8,4.8,0.5,5.4,0.30,0.03,0.34,0.30,0.34,Matches
552,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,24-212,1997,19,15,1379,15.3,7,1,7,0,0,2,1,0.46,0.07,0.52,0.46,0.52,3.9,3.9,2.8,6.7,0.25,0.18,0.44,0.25,0.44,Matches
553,Jere Uronen\d75f3980,fi FIN,DF,Brest,27-213,1994,7,6,442,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
554,Vanderson\ee45fd85,br BRA,FWMF,Monaco,20-235,2001,4,0,110,1.2,1,0,1,0,0,0,0,0.82,0.00,0.82,0.82,0.82,0.1,0.1,0.4,0.5,0.05,0.36,0.41,0.05,0.41,Matches
555,Jonathan Varane\4ade359f,fr FRA,MF,Lens,20-155,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
556,Marco Verratti\1467af0d,it ITA,MF,Paris S-G,29-098,1992,13,12,981,10.9,2,1,2,0,0,8,0,0.18,0.09,0.28,0.18,0.28,0.4,0.4,1.5,2.0,0.04,0.14,0.18,0.04,0.18,Matches
557,Kevin Volland\64f69877,de GER,FWMF,Monaco,29-196,1992,20,17,1424,15.8,5,5,4,1,1,6,0,0.32,0.32,0.63,0.25,0.57,5.0,4.3,2.5,6.8,0.32,0.16,0.48,0.27,0.43,Matches
558,Timothy Weah\8eec784d,us USA,MFFW,Lille,21-354,2000,17,10,896,10.0,0,3,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,1.5,1.5,2.6,4.1,0.15,0.26,0.41,0.15,0.41,Matches
559,Georginio Wijnaldum\eb58eef0,nl NED,MF,Paris S-G,31-092,1990,18,11,979,10.9,1,2,1,0,0,1,0,0.09,0.18,0.28,0.09,0.28,2.2,2.2,1.5,3.6,0.20,0.14,0.33,0.20,0.33,Matches
560,Christopher Wooh\b003239d,fr FRA,DF,Lens,20-146,2001,8,5,510,5.7,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.0,1.0,0.4,1.4,0.17,0.07,0.24,0.17,0.24,Matches
561,Xeka\f3600c02,pt POR,MF,Lille,27-093,1994,15,11,956,10.6,1,0,1,0,0,6,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,1.2,2.1,0.08,0.12,0.20,0.08,0.20,Matches
562,Sekou Yansané\bce37ac0,gn GUI,FW,Paris S-G,18-289,2003,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
563,Yusuf Yazıcı\f5c8b425,tr TUR,MFFW,Lille,25-013,1997,15,5,510,5.7,1,1,1,0,0,3,0,0.18,0.18,0.35,0.18,0.35,0.9,0.9,1.3,2.2,0.16,0.23,0.40,0.16,0.40,Matches
564,Burak Yılmaz\165a2e40,tr TUR,FW,Lille,36-211,1985,20,18,1537,17.1,4,3,2,2,2,7,0,0.23,0.18,0.41,0.12,0.29,8.9,7.3,3.3,10.6,0.52,0.19,0.71,0.43,0.62,Matches
565,Zaydou Youssouf\e2f9bb5f,fr FRA,MF,Saint-Étienne,22-215,1999,19,12,1081,12.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.03,0.04,0.07,0.03,0.07,Matches
566,Akim Zedadka\0ff630d0,fr FRA,DF,Clermont Foot,26-257,1995,23,23,2058,22.9,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,1.1,1.8,0.03,0.05,0.08,0.03,0.08,Matches
567,Mehdi Zerkane\53f6306f,dz ALG,MFDF,Bordeaux,22-211,1999,6,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
568,Edon Zhegrova\34a88e3e,xk KVX,MF,Lille,22-317,1999,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,3.94,3.94,0.00,3.94,Matches
569,Banhie Zoukrou\aefa3050,fr FRA,DF,Troyes,18-280,2003,4,0,77,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
